date;daily_sales
04/07/2022;19368.21
14/08/2022;19353.22
26/01/2023;19348.06
29/01/2022;19306.55
16/03/2021;19274.07
30/12/2021;19262.66
19/08/2021;19237.11
08/12/2023;19225.36
30/05/2023;19215.47
11/01/2023;19190.12
08/07/2023;19157.43
03/11/2022;19149.8
07/10/2021;19142.74
10/01/2021;19109.03
11/11/2021;19098.25
16/03/2023;19072.55
03/02/2022;19054.57
11/08/2021;19048.82
11/11/2019;19011.56
09/09/2022;19004.44
27/08/2021;18981.26
10/11/2021;18980.4
17/04/2023;18919.09
08/11/2020;18915.44
26/04/2022;18898.52
13/05/2024;18894.51
09/05/2023;18835.42
22/05/2022;18828.57
26/09/2021;18784.5
18/12/2023;18760.85
14/02/2024;18734.26
03/12/2020;18690.81
15/06/2023;18657.12
01/02/2024;18651.98
05/04/2024;18640.65
21/12/2022;18628.97
17/10/2023;18593.87
08/08/2023;18561.75
23/04/2022;18561.39
24/04/2023;18547.06
13/04/2022;18528.26
09/07/2023;18516.07
20/01/2022;18510.45
20/07/2023;18453.09
22/06/2022;18392.67
18/02/2023;18378.79
28/07/2020;18356.4
19/02/2023;18343.77
29/11/2021;18246.32
01/09/2022;18238.55
21/10/2022;18235.5
12/03/2024;18220.68
13/05/2022;18171.47
08/01/2024;18170.08
26/11/2022;18111.64
11/09/2021;18090.19
26/09/2023;18058.1
11/12/2023;18050.79
01/10/2023;18006.46
11/10/2023;18003.72
19/04/2023;17970.26
15/08/2024;17939.81
06/02/2023;17924.28
22/10/2021;17880.24
26/07/2021;17876.56
14/05/2020;17867.51
17/07/2022;17854.32
25/04/2020;17843.36
27/05/2022;17818.03
10/11/2020;17668.2
17/10/2021;17642.57
11/01/2022;17615.93
18/12/2019;17532.83
01/08/2021;17494.31
27/08/2022;17489.1
23/06/2022;17482.08
26/04/2024;17471.79
24/01/2020;17465.15
28/02/2021;17406.82
25/04/2022;17323.62
23/10/2020;17310.8
08/02/2022;17295.03
15/03/2021;17270.38
17/05/2023;17238.51
07/06/2023;17146.7
01/07/2022;17107.49
20/10/2021;17099.71
16/04/2023;17074.85
16/07/2023;16986.53
23/08/2022;16960.12
26/05/2024;16867.13
18/02/2021;16853.7
22/06/2020;16815.1
16/05/2022;16788.16
16/10/2023;16788.14
19/09/2021;16707.65
11/04/2023;16665.27
19/10/2023;16653.53
10/11/2022;16587.27
04/05/2022;16557.95
16/12/2021;16494.81
03/04/2023;16356.42
11/09/2020;16303.75
07/07/2021;16298.33
30/01/2023;16292.2
21/03/2023;16272.92
12/11/2021;16262.61
10/12/2022;16218.96
28/04/2021;16190.73
19/07/2023;16156.64
18/12/2022;16110.04
23/04/2023;16044.98
02/10/2019;16002.09
07/12/2020;15984.15
27/06/2020;15933.12
12/03/2021;15846.77
27/10/2022;15838.47
25/07/2021;15833.86
15/08/2021;15797.05
28/11/2021;15757.37
28/12/2022;15747.2
08/09/2020;15653.46
25/11/2022;15588.22
17/11/2019;15505.81
09/03/2024;15481.02
22/07/2022;15455.03
21/02/2022;15444.64
06/10/2019;15416.28
29/06/2020;15396.25
21/04/2021;15385.07
28/07/2021;15281.07
23/11/2022;15238.91
02/02/2020;15196.2
01/11/2021;15174.5
24/02/2023;15172.1
05/07/2020;15142.59
15/06/2022;15118.2
05/05/2020;15108.6
23/12/2020;15074.09
06/12/2019;15063.33
14/07/2021;14988.82
11/04/2022;14942.84
23/12/2019;14939.5
08/07/2021;14928.49
22/10/2022;14900.89
19/06/2022;14883.38
03/08/2023;14845.58
31/01/2021;14841.84
20/01/2020;14821.96
07/10/2022;14798.54
02/01/2022;14762.59
26/03/2023;14757.63
01/05/2022;14731.04
04/12/2021;14695.83
02/06/2021;14672.88
01/10/2021;14642.58
06/03/2023;14584.13
02/09/2022;14565.49
31/08/2022;14561.98
20/07/2022;14548.29
31/12/2022;14510.91
12/04/2023;14499.74
31/05/2019;14441.64
30/03/2021;14386.58
27/08/2020;14300.55
16/05/2023;14283.48
30/03/2023;14272.55
22/01/2021;14269.98
27/12/2020;14249.89
12/10/2021;14233.97
24/03/2023;14188.29
18/04/2020;14176.11
04/03/2021;14137.75
25/03/2021;14125.89
25/11/2021;14106.91
04/12/2023;14079.43
10/03/2021;14058.84
05/03/2022;14047.67
15/10/2022;14046.81
09/04/2022;14035.44
04/02/2022;14003.91
11/05/2022;13982.22
23/12/2021;13955.99
06/08/2022;13943.3
09/02/2021;13939.34
01/04/2023;13924.1
21/07/2022;13912.47
01/02/2023;13892.71
09/03/2022;13888.2
09/08/2023;13872.42
13/07/2024;13854.44
10/08/2022;13844.74
13/09/2023;13836.1
10/03/2022;13731.82
23/08/2019;13713.62
17/09/2021;13697.35
27/04/2021;13683.47
15/06/2020;13645.4
15/05/2021;13635.38
23/08/2021;13611.78
31/10/2022;13574.88
17/05/2021;13572.9
14/07/2023;13568.8
14/01/2020;13551.75
25/02/2024;13540.22
12/07/2022;13498.96
08/04/2023;13484.25
25/01/2022;13464.99
20/05/2019;13432.98
13/05/2023;13419.87
26/12/2021;13403.92
22/03/2022;13348.31
28/05/2019;13318.05
20/09/2019;13301.16
18/12/2020;13300.48
02/12/2021;13252.44
29/11/2023;13233.98
08/03/2021;13232.19
25/02/2023;13222.94
31/01/2022;13222.6
30/09/2022;13218.74
16/05/2021;13177.8
24/05/2022;13174.93
07/11/2020;13154.95
21/01/2022;13148.5
22/05/2023;13130.25
10/10/2021;13110.83
04/03/2020;13046.05
13/02/2024;13042.2
18/05/2023;13014.66
25/12/2022;12976.08
30/08/2021;12968.32
10/05/2021;12966.0
06/01/2020;12934.88
12/09/2023;12924.37
26/04/2021;12891.55
14/03/2024;12864.11
03/06/2022;12858.79
19/12/2020;12850.95
11/08/2019;12832.56
20/02/2022;12815.14
30/06/2022;12742.47
27/04/2022;12733.65
08/04/2021;12711.19
04/01/2021;12690.23
29/08/2019;12656.34
21/01/2023;12613.25
02/11/2023;12499.74
07/08/2023;12489.01
06/11/2020;12387.48
29/06/2022;12355.15
16/07/2019;12314.46
15/01/2021;12307.5
12/02/2022;12278.15
22/12/2021;12249.0
22/09/2019;12225.93
29/03/2020;12187.2
17/03/2022;12178.65
11/10/2020;12172.79
21/09/2022;12143.92
17/11/2020;12127.8
11/08/2022;12052.81
18/08/2021;12009.88
04/10/2021;11950.0
06/11/2022;11934.6
05/11/2020;11926.83
28/06/2021;11917.37
06/09/2022;11911.29
25/08/2020;11887.74
15/11/2020;11857.76
18/09/2023;11835.85
16/08/2021;11818.38
18/05/2022;11802.57
01/06/2020;11740.93
20/05/2021;11717.46
19/12/2022;11706.98
24/07/2020;11660.57
17/01/2021;11607.46
03/05/2023;11604.86
02/11/2019;11590.28
05/03/2021;11541.12
27/04/2023;11464.7
12/11/2019;11437.93
03/03/2022;11433.15
03/03/2021;11430.95
18/01/2021;11427.5
20/12/2019;11425.8
09/06/2020;11311.61
12/06/2022;11310.68
01/09/2020;11285.64
20/06/2021;11244.04
06/04/2022;11203.35
14/06/2022;11148.75
27/01/2022;11148.34
05/06/2023;11131.39
27/11/2022;11095.8
29/03/2022;11035.29
18/04/2021;10918.6
28/12/2019;10885.63
03/10/2022;10878.94
23/02/2022;10821.37
02/12/2020;10821.23
02/10/2021;10802.86
06/05/2022;10793.16
05/11/2022;10782.17
27/05/2023;10773.28
17/06/2022;10733.01
27/01/2023;10727.76
17/04/2022;10724.26
16/10/2022;10709.48
29/09/2020;10676.01
17/02/2021;10669.51
15/08/2022;10664.0
06/02/2021;10630.25
15/12/2021;10602.62
28/01/2021;10579.08
23/08/2023;10574.33
24/12/2020;10570.34
13/01/2023;10555.11
18/11/2019;10552.86
13/08/2022;10482.61
06/02/2024;10456.07
11/02/2022;10416.6
29/07/2022;10359.1
28/10/2021;10330.32
10/04/2023;10330.15
06/08/2020;10279.88
15/11/2021;10265.28
09/07/2022;10232.71
10/03/2019;10192.73
04/08/2022;10191.76
16/07/2021;10143.42
15/10/2020;10119.15
09/12/2021;10113.45
04/06/2022;10106.29
17/06/2021;10081.22
26/11/2020;10067.94
27/09/2021;10055.96
10/05/2022;10055.87
12/05/2022;10039.79
30/12/2019;10006.87
27/12/2022;9985.63
15/10/2021;9977.46
11/10/2022;9977.4
02/11/2021;9962.11
10/01/2022;9957.56
15/05/2022;9955.97
28/10/2020;9945.53
18/07/2022;9941.89
31/08/2021;9932.11
16/09/2021;9912.48
25/06/2023;9839.65
11/09/2022;9778.26
21/04/2019;9765.62
10/08/2023;9704.1
23/03/2020;9678.2
03/06/2021;9661.21
13/03/2023;9644.98
14/01/2024;9616.3
25/08/2021;9582.92
03/09/2022;9579.62
11/06/2022;9576.33
03/04/2022;9571.84
30/05/2020;9548.8
09/02/2020;9547.76
10/06/2020;9543.71
30/08/2020;9518.57
12/04/2024;9512.14
24/01/2022;9510.98
01/06/2021;9509.41
10/03/2023;9488.55
07/04/2022;9482.19
07/09/2020;9466.07
04/09/2020;9457.76
01/07/2020;9432.29
07/01/2020;9428.31
23/10/2021;9383.6
29/04/2021;9332.59
19/02/2020;9295.0
15/07/2021;9290.47
12/03/2022;9262.88
06/11/2021;9225.08
19/08/2023;9223.41
05/10/2020;9198.58
09/06/2021;9187.35
20/11/2022;9173.34
16/10/2020;9168.16
08/04/2022;9139.06
17/07/2020;9116.44
02/07/2020;9114.42
09/05/2022;9094.96
26/03/2022;9091.43
12/07/2019;9067.97
29/08/2022;9015.1
07/11/2019;9007.0
08/06/2020;9003.31
06/09/2020;8990.6
01/07/2021;8989.24
12/09/2020;8960.85
18/07/2021;8919.58
15/01/2022;8919.56
26/01/2022;8910.7
13/01/2020;8910.03
05/04/2021;8838.29
05/02/2021;8751.18
18/10/2020;8736.5
20/09/2021;8665.61
05/09/2021;8654.07
24/04/2022;8620.36
29/12/2020;8594.61
16/12/2020;8551.3
07/03/2019;8545.02
16/06/2020;8542.25
07/11/2021;8512.21
02/09/2020;8500.97
26/10/2019;8490.9
30/01/2020;8479.47
20/04/2021;8449.05
16/06/2021;8415.51
01/02/2021;8378.49
28/05/2020;8356.5
04/04/2023;8323.26
28/04/2020;8322.07
08/03/2020;8302.05
02/06/2019;8267.25
19/04/2021;8261.84
25/06/2020;8252.53
07/05/2021;8225.56
11/04/2021;8208.41
18/03/2021;8151.21
27/02/2020;8106.0
21/04/2020;7985.8
30/01/2022;7964.96
02/02/2021;7942.05
27/09/2020;7924.07
17/08/2020;7912.02
01/12/2019;7890.75
05/06/2021;7885.6
01/06/2022;7882.67
11/05/2023;7864.0
23/03/2022;7862.05
26/10/2020;7839.38
18/10/2022;7823.5
14/10/2021;7818.4
10/08/2021;7806.99
28/03/2021;7777.2
17/09/2022;7755.2
22/01/2022;7731.17
31/08/2019;7703.67
19/12/2019;7688.5
09/04/2020;7601.05
26/01/2021;7585.89
15/12/2019;7585.42
24/02/2022;7568.0
06/04/2019;7545.0
05/10/2021;7539.85
21/06/2022;7511.4
23/06/2021;7498.81
13/10/2021;7498.07
31/07/2022;7485.06
09/05/2020;7470.17
15/02/2021;7462.19
12/07/2020;7456.06
05/06/2020;7421.69
08/07/2020;7421.16
02/03/2020;7420.0
15/09/2022;7389.75
19/06/2021;7376.84
26/03/2021;7354.67
25/05/2022;7348.23
25/06/2021;7342.56
30/07/2020;7318.77
16/02/2022;7296.4
02/05/2022;7282.5
11/07/2019;7249.2
05/05/2021;7248.63
04/08/2021;7244.97
10/04/2021;7237.38
17/12/2021;7229.21
11/04/2020;7203.95
14/11/2021;7193.21
12/03/2020;7180.65
03/08/2022;7171.62
05/03/2019;7169.76
14/05/2023;7161.63
01/02/2020;7118.71
25/04/2021;7037.88
03/01/2022;7004.55
20/05/2020;6993.36
21/03/2020;6989.62
05/08/2019;6988.5
28/06/2022;6978.64
10/06/2023;6978.43
17/07/2019;6922.24
06/03/2022;6900.7
31/10/2021;6874.22
04/06/2020;6867.27
01/01/2020;6862.29
19/07/2021;6822.63
01/03/2021;6814.51
05/08/2021;6813.4
26/05/2021;6803.95
10/03/2020;6793.45
30/09/2021;6790.34
07/07/2020;6787.55
09/09/2021;6778.52
28/02/2022;6737.55
04/12/2019;6736.1
11/05/2021;6714.42
15/02/2020;6695.66
21/10/2020;6677.53
17/02/2020;6676.3
21/11/2020;6674.54
08/11/2019;6589.96
08/06/2021;6555.7
18/02/2020;6519.43
11/08/2020;6476.2
06/02/2020;6465.0
26/07/2020;6359.6
26/05/2022;6330.38
06/12/2020;6293.4
08/05/2022;6279.47
16/10/2021;6167.5
29/07/2020;6156.36
23/07/2020;6153.13
18/07/2023;6113.21
26/06/2021;6096.46
22/04/2023;6078.33
21/08/2020;6048.25
31/07/2020;6047.3
27/05/2020;6047.15
05/06/2022;6041.5
02/10/2020;6005.74
10/12/2021;6005.48
14/05/2021;5999.39
17/02/2022;5987.01
19/09/2020;5969.77
26/06/2022;5958.41
25/07/2019;5881.08
06/09/2021;5840.08
03/01/2020;5834.87
12/12/2022;5828.85
29/08/2020;5825.1
14/12/2021;5822.05
12/01/2022;5818.57
20/02/2020;5795.77
03/07/2020;5778.21
16/08/2019;5762.34
14/03/2021;5737.21
10/02/2021;5714.18
16/07/2020;5709.35
30/04/2021;5703.07
18/05/2021;5698.01
25/12/2019;5693.1
25/03/2020;5688.72
08/01/2023;5674.45
18/01/2020;5670.0
19/10/2020;5666.61
27/07/2021;5658.1
05/12/2019;5649.8
02/03/2021;5585.41
01/12/2020;5567.1
29/01/2020;5549.65
02/01/2021;5544.39
21/12/2019;5492.65
20/04/2020;5414.3
09/09/2019;5407.2
29/10/2021;5389.08
05/10/2019;5381.15
09/10/2021;5374.79
22/01/2023;5371.49
25/08/2022;5327.58
31/01/2023;5324.74
11/05/2020;5309.76
10/12/2019;5280.96
25/09/2020;5270.61
28/04/2022;5268.13
05/09/2020;5260.12
28/12/2021;5255.73
14/01/2021;5245.05
24/08/2020;5244.05
31/01/2019;5244.0
16/11/2021;5198.58
13/12/2019;5191.0
22/12/2020;5180.66
08/02/2020;5178.76
26/12/2020;5124.15
27/09/2019;5117.46
25/10/2021;5091.52
08/10/2020;5077.05
06/05/2021;5073.84
12/06/2020;5056.09
18/02/2022;5044.8
10/01/2019;5021.65
11/09/2019;5016.8
18/03/2020;5011.0
08/12/2021;5004.4
21/07/2019;5001.0
19/02/2021;4949.34
17/04/2021;4934.62
06/12/2021;4915.69
18/06/2022;4904.7
01/08/2020;4894.47
02/08/2019;4870.6
13/09/2020;4820.85
14/04/2020;4817.92
06/01/2019;4814.04
26/02/2022;4811.52
14/11/2020;4799.9
09/04/2021;4797.61
09/10/2019;4793.7
04/07/2020;4759.26
10/09/2021;4749.03
19/01/2021;4745.4
23/11/2021;4709.61
21/06/2020;4707.61
11/06/2020;4696.58
02/11/2020;4687.52
10/06/2021;4666.36
14/07/2020;4665.0
26/10/2021;4654.62
26/06/2020;4654.59
12/04/2021;4649.76
18/06/2021;4641.0
03/08/2021;4626.41
17/12/2020;4614.56
01/04/2021;4601.7
03/02/2020;4594.8
22/11/2020;4592.31
20/11/2020;4551.0
22/11/2019;4548.31
25/11/2019;4521.16
28/05/2021;4507.8
12/08/2021;4499.5
24/10/2022;4498.3
13/08/2021;4492.13
03/05/2021;4481.05
22/07/2020;4480.25
22/04/2020;4444.08
14/09/2021;4444.05
25/02/2021;4383.05
06/04/2021;4364.75
02/02/2022;4361.16
08/04/2020;4358.45
01/05/2020;4354.7
10/02/2020;4339.42
05/07/2021;4324.96
16/07/2022;4305.49
25/05/2021;4305.02
12/10/2019;4293.24
21/12/2020;4286.0
01/09/2021;4277.48
29/04/2020;4270.65
12/05/2020;4211.7
01/01/2021;4197.48
13/05/2019;4190.72
06/03/2021;4188.64
03/11/2020;4167.94
29/05/2020;4151.2
23/09/2020;4151.01
10/10/2020;4131.0
04/08/2019;4129.3
03/11/2019;4106.0
08/02/2021;4097.1
12/06/2021;4081.62
17/06/2020;4079.42
13/04/2020;4057.35
04/06/2021;4057.1
12/08/2020;4001.16
19/07/2019;3987.81
07/01/2022;3956.36
09/07/2020;3929.87
24/05/2020;3923.86
11/02/2021;3912.18
23/11/2019;3900.58
07/03/2020;3899.9
17/03/2021;3874.06
02/07/2019;3869.7
23/04/2021;3860.3
08/03/2019;3857.0
27/06/2022;3844.43
13/03/2020;3838.86
15/10/2019;3834.9
29/03/2023;3807.93
05/08/2020;3804.25
08/05/2019;3791.76
04/04/2020;3780.5
30/06/2021;3778.36
28/06/2020;3730.76
27/12/2021;3728.9
24/05/2021;3726.86
24/01/2021;3709.3
08/09/2019;3705.24
09/09/2020;3702.41
30/01/2021;3687.19
20/03/2020;3671.27
03/04/2021;3656.24
24/11/2020;3649.46
03/06/2020;3618.0
15/06/2021;3601.63
01/01/2022;3598.79
11/12/2021;3598.1
21/09/2021;3575.28
08/08/2020;3565.3
08/01/2020;3556.86
19/04/2020;3529.67
16/03/2022;3525.95
17/03/2020;3522.97
26/02/2020;3503.67
03/07/2021;3490.86
11/04/2019;3490.0
06/09/2019;3457.62
23/07/2019;3453.38
07/06/2020;3451.16
01/03/2020;3451.0
03/09/2020;3419.25
20/08/2021;3413.69
05/03/2020;3384.98
13/09/2021;3379.67
23/09/2021;3374.85
23/04/2019;3357.81
16/05/2020;3343.81
03/10/2021;3300.4
22/06/2019;3282.1
17/06/2019;3239.46
17/04/2020;3219.66
28/12/2020;3212.2
13/11/2021;3211.66
19/11/2020;3205.65
21/05/2020;3205.17
15/08/2019;3189.71
22/09/2023;3187.21
03/04/2020;3149.65
02/09/2021;3136.35
30/10/2020;3129.95
06/10/2020;3120.55
31/05/2021;3101.95
04/01/2022;3100.43
29/03/2021;3086.0
15/04/2023;3082.02
09/10/2020;3078.12
15/07/2019;3063.05
23/11/2020;3050.7
22/05/2020;3049.85
26/04/2019;3027.04
09/11/2020;2985.0
21/05/2021;2973.67
30/03/2019;2970.52
14/01/2023;2969.51
14/04/2021;2966.45
25/10/2019;2949.65
20/12/2021;2907.1
15/07/2020;2900.41
27/03/2020;2887.6
04/12/2020;2857.33
31/03/2020;2856.0
01/05/2021;2854.89
16/12/2019;2833.76
16/04/2020;2807.36
30/09/2019;2799.25
24/03/2020;2793.0
24/08/2021;2788.39
02/09/2019;2782.62
21/08/2019;2782.16
13/07/2021;2760.7
20/09/2020;2759.24
02/04/2021;2753.16
14/10/2019;2744.13
21/07/2020;2716.35
07/08/2020;2703.38
16/01/2020;2667.95
01/11/2020;2657.0
15/03/2020;2653.47
21/06/2021;2647.38
16/11/2020;2620.48
27/03/2019;2619.0
13/06/2020;2610.0
22/08/2019;2609.71
22/07/2021;2594.7
06/07/2020;2580.21
24/05/2019;2579.95
03/12/2019;2550.55
14/11/2019;2544.9
09/01/2022;2492.15
04/08/2020;2492.0
08/05/2020;2490.17
20/10/2020;2478.9
07/11/2022;2461.1
13/02/2020;2460.5
27/10/2021;2451.71
19/03/2021;2448.05
13/12/2020;2445.59
12/09/2021;2417.92
16/08/2020;2399.7
08/12/2019;2376.0
09/05/2019;2375.9
23/06/2020;2332.0
17/09/2020;2307.16
13/03/2021;2305.48
10/07/2020;2299.8
23/08/2020;2260.0
01/08/2019;2238.25
21/01/2021;2231.55
22/09/2020;2223.67
25/02/2019;2215.64
08/08/2019;2205.8
19/03/2020;2198.6
12/04/2022;2196.06
04/10/2020;2185.0
12/04/2020;2181.95
23/05/2019;2172.41
12/11/2020;2155.9
14/09/2020;2143.55
27/07/2020;2141.73
08/01/2021;2122.75
24/04/2019;2122.67
10/11/2019;2118.48
11/06/2019;2091.22
09/03/2020;2066.06
04/11/2019;2052.4
13/06/2021;2049.7
09/12/2020;2002.33
03/08/2019;2000.0
08/12/2020;1968.7
06/03/2020;1945.46
16/09/2020;1932.0
13/05/2020;1919.76
28/09/2020;1873.4
01/04/2022;1850.6
07/08/2021;1827.19
25/10/2020;1826.0
25/04/2019;1824.0
30/06/2020;1796.95
03/09/2019;1790.0
19/05/2020;1790.0
03/02/2021;1779.8
24/04/2021;1777.2
18/08/2020;1772.7
11/02/2020;1767.06
11/03/2021;1762.62
07/02/2020;1755.72
18/07/2020;1746.5
27/06/2021;1739.75
12/02/2021;1702.3
26/05/2019;1690.0
20/03/2021;1687.4
21/02/2020;1685.86
20/08/2020;1681.76
07/05/2020;1644.8
29/05/2022;1635.3
28/01/2020;1628.25
29/01/2021;1627.66
05/01/2021;1625.35
17/03/2019;1610.0
05/02/2020;1606.0
11/12/2020;1601.9
19/08/2019;1599.5
12/01/2020;1594.75
02/06/2020;1574.6
20/11/2019;1564.65
13/08/2020;1562.95
20/12/2020;1561.71
12/06/2019;1554.0
15/01/2020;1538.74
01/12/2021;1520.15
25/06/2019;1506.55
26/01/2020;1501.4
24/04/2020;1487.4
23/05/2020;1481.62
22/10/2020;1449.9
23/06/2019;1427.72
09/08/2021;1418.12
14/08/2019;1416.0
07/02/2021;1409.02
19/01/2020;1405.41
21/01/2020;1402.37
03/08/2020;1391.1
15/04/2020;1388.8
23/04/2020;1383.81
30/03/2020;1383.75
16/02/2020;1378.02
13/06/2019;1360.0
09/03/2021;1349.8
29/05/2021;1349.26
22/12/2019;1323.0
07/12/2019;1298.65
05/01/2020;1265.05
14/09/2019;1249.25
27/11/2020;1222.46
13/08/2019;1221.35
22/10/2019;1212.25
27/01/2020;1200.0
15/09/2020;1199.85
12/02/2020;1199.81
01/05/2019;1191.02
26/12/2019;1183.58
26/05/2020;1170.1
07/05/2019;1167.36
29/09/2019;1163.9
19/06/2019;1152.0
29/06/2019;1141.95
28/03/2020;1139.5
31/01/2020;1120.0
07/03/2021;1094.95
12/12/2020;1090.55
03/01/2021;1074.9
27/04/2019;1036.0
12/08/2019;1026.0
29/11/2019;1002.88
16/02/2021;1002.5
06/04/2020;1000.56
16/10/2019;1000.0
14/12/2019;1000.0
29/12/2019;990.0
14/03/2020;990.0
10/05/2020;956.71
11/07/2020;953.85
26/04/2020;944.76
05/06/2019;940.5
10/12/2020;937.1
24/09/2020;933.56
05/11/2019;900.0
19/09/2019;883.75
04/05/2020;882.36
10/08/2020;863.75
22/11/2021;859.9
01/10/2019;845.0
14/06/2021;843.06
05/09/2019;839.72
30/09/2020;828.43
04/05/2021;799.6
24/02/2020;799.26
31/10/2019;793.86
28/11/2019;790.0
11/01/2020;772.2
02/04/2020;760.4
11/12/2019;759.05
03/05/2020;754.8
19/03/2019;753.35
28/07/2019;749.25
24/06/2019;747.5
04/06/2019;745.59
27/10/2019;719.2
29/03/2019;716.01
11/03/2020;702.0
26/07/2019;695.0
04/11/2020;653.75
12/02/2019;629.72
24/12/2019;604.85
29/05/2019;590.0
31/08/2020;574.2
04/09/2019;562.02
29/10/2019;561.9
02/05/2020;545.0
20/07/2020;531.75
28/09/2019;530.3
23/01/2020;517.86
08/10/2019;514.95
30/04/2020;509.95
28/11/2020;509.25
21/02/2021;504.85
03/05/2019;502.5
10/09/2019;500.0
10/10/2019;500.0
22/02/2020;499.95
29/02/2020;497.7
25/08/2019;495.0
02/03/2019;490.0
29/10/2020;474.81
14/06/2020;470.85
07/09/2019;464.9
18/02/2019;449.9
07/04/2020;447.16
21/02/2019;445.0
28/08/2020;425.0
15/02/2019;425.0
20/03/2019;399.95
20/10/2019;399.7
21/10/2019;398.81
11/07/2021;389.7
04/04/2019;369.9
18/10/2019;360.0
22/04/2019;360.0
12/12/2019;359.9
14/10/2020;350.0
04/10/2019;325.0
26/08/2019;324.95
15/04/2019;324.75
23/09/2019;319.9
25/02/2020;310.0
22/05/2019;310.0
25/09/2019;300.0
30/06/2019;300.0
27/05/2019;300.0
31/03/2021;285.0
07/08/2019;280.0
08/07/2019;275.0
13/11/2019;269.85
14/03/2019;269.8
27/06/2019;259.9
19/10/2019;249.9
12/05/2021;249.5
30/10/2019;247.95
28/06/2019;247.45
08/04/2019;240.0
23/10/2019;230.0
13/07/2020;225.0
21/03/2019;224.95
09/12/2019;220.0
03/03/2020;219.8
14/07/2019;203.75
16/06/2019;200.0
10/06/2019;199.95
05/04/2020;199.95
22/08/2020;199.4
23/02/2019;190.0
28/02/2020;189.9
27/11/2019;184.9
14/05/2019;172.5
30/07/2019;169.5
26/11/2019;164.95
17/09/2019;153.0
06/05/2020;149.95
22/07/2019;149.9
07/01/2019;140.0
05/05/2019;129.9
27/08/2019;127.5
18/05/2020;125.0
04/02/2019;125.0
20/08/2019;125.0
01/09/2019;120.0
24/10/2019;120.0
11/05/2019;107.5
11/10/2019;104.85
14/02/2020;102.5
01/04/2019;99.75
26/03/2020;89.95
12/05/2019;84.95
12/09/2019;83.3
26/09/2019;76.35
21/05/2019;75.0
30/01/2019;74.5
17/01/2020;64.95
10/08/2019;64.95
27/12/2019;61.0
09/03/2019;50.0
12/04/2019;38.4
